Time  [ms],Memory Usage [KB]
0,2479632
100,2474724
201,2476592
301,2476972
402,2477444
502,2470260
602,2490928
703,2490400
803,2494352
904,2493188
1004,2495484
1105,2497136
1205,2510868
1306,2511068
1406,2510204
1506,2512524
1607,2514488
1707,2519748
1807,2520012
1908,2521948
2008,2524420
2109,2528240
2209,2527960
2309,2523744
2411,2523532
2510,2523352
2611,2523956
2711,2524848
2812,2535656
2913,2554388
3012,2553956
3112,2570100
3213,2569476
3313,2570604
3414,2573280
3514,2575708
3615,2574724
3714,2573356
3815,2574504
3915,2578048
4016,2578984
4117,2579160
4216,2582368
4317,2582516
4418,2583100
4518,2582136
4618,2583832
4719,2602556
4819,2605624
4921,2608096
