Time  [ms],Memory Usage [KB]
0,2468024
102,2465204
203,2466672
304,2466792
404,2468608
504,2469568
605,2488068
706,2487420
807,2490092
907,2488728
1007,2491632
1108,2492328
1208,2502140
1308,2504740
1409,2504824
1509,2504692
1610,2511472
1711,2511520
1811,2511520
1911,2513796
2012,2515972
2112,2515324
2212,2514744
2315,2516240
2415,2515892
2516,2515844
2617,2517188
2717,2518136
2817,2542660
2917,2544208
3018,2560444
3119,2563040
3219,2564756
3319,2564980
3421,2569148
3521,2570724
3621,2574008
3721,2576356
3823,2575448
3923,2580320
4023,2581376
4124,2583308
4224,2582928
4328,2581364
4425,2579604
4525,2584456
4625,2599740
4726,2603608
4826,2604360
