Time  [ms],Memory Usage [KB]
0,2584872
100,2586492
200,2588696
301,2588856
401,2590544
502,2591264
602,2595960
703,2608700
754,2608968
855,2609512
956,2611144
1056,2606108
1157,2608036
1257,2610876
1357,2614512
1458,2617288
1558,2620972
1658,2626668
1760,2628588
1859,2631208
1960,2635804
2060,2638432
2160,2640416
2261,2644096
2361,2646548
2462,2648036
2562,2673544
2662,2684432
2763,2686216
2863,2686892
2964,2689528
3064,2689828
3165,2689768
3265,2690836
3367,2690868
3467,2691912
3568,2691324
3667,2692568
3768,2691468
3872,2691704
3972,2692024
4073,2691880
4173,2692912
4275,2682512
4374,2682976
4474,2683664
4575,2685740
4675,2687864
4776,2688300
4876,2687040
4976,2686692
