Time  [ms],Memory Usage [KB]
0,2570376
100,2571384
201,2574040
301,2573696
402,2574684
502,2573876
602,2576880
703,2597808
805,2602220
905,2604960
1005,2602508
1106,2594632
1206,2602540
1306,2604048
1407,2606744
1507,2609712
1609,2607608
1709,2612280
1809,2611092
1909,2630564
2010,2634288
2110,2638688
2210,2640548
2311,2643176
2412,2647588
2512,2649532
2613,2652144
2716,2657104
2814,2677328
2914,2681824
3015,2682852
3116,2684656
3216,2683908
3316,2683800
3417,2687932
3517,2691800
3617,2696780
3718,2696600
3818,2695604
