Time  [ms],Memory Usage [KB]
0,2588008
101,2588828
202,2591164
302,2592072
402,2592092
503,2591472
603,2593292
704,2612156
804,2611824
904,2613484
1005,2614892
1105,2623324
1206,2626308
1306,2631456
1407,2639576
1507,2641020
1607,2644480
1708,2650820
1808,2656532
1908,2652336
2009,2643040
2109,2644904
2210,2670408
2310,2679608
2411,2687392
2511,2693152
2614,2698748
2712,2701784
2820,2702800
2913,2704484
3014,2710664
3114,2727420
3214,2726552
3315,2729452
3415,2728944
3516,2730464
3616,2730736
3716,2732052
3817,2735860
3917,2739492
4017,2739964
4118,2741776
4222,2743744
4319,2745456
4419,2751952
4519,2753052
