Time  [ms],Memory Usage [KB]
0,2511508
100,2494260
201,2496112
251,2495204
352,2496236
453,2494556
553,2514468
655,2517956
755,2522008
856,2524540
956,2528248
1057,2518388
1157,2524956
1259,2528592
1358,2522156
1458,2529152
1558,2529384
1659,2530964
1759,2529724
1860,2531092
1960,2534364
2061,2537720
2162,2539484
2262,2542944
2363,2565224
2464,2573572
2564,2582340
2664,2600044
2766,2604160
2865,2610212
2966,2615672
3066,2619896
3167,2621964
3267,2633260
3367,2636800
3468,2638448
3568,2640616
3669,2647004
3769,2648408
