Time  [ms],Memory Usage [KB]
0,2601500
100,2596288
201,2597132
301,2596876
402,2599224
502,2598952
602,2600900
703,2620148
804,2602788
904,2601356
1004,2601920
1104,2610020
1206,2613880
1307,2620788
1410,2623084
1511,2621624
1612,2629904
1712,2629248
1813,2629464
1913,2630368
2013,2633528
2114,2637696
2215,2640964
2315,2668128
2415,2678864
2520,2682948
2616,2686144
2718,2704848
2818,2712108
2922,2711192
3019,2717200
3120,2732932
3219,2736520
3320,2738712
3420,2740624
3520,2745136
3621,2746180
3721,2747892
3821,2750224
