Time  [ms],Memory Usage [KB]
0,2610432
101,2611032
201,2613112
302,2613564
403,2614912
503,2614120
604,2630780
704,2612908
805,2614540
905,2618532
1006,2617352
1107,2627508
1208,2628760
1308,2640464
1409,2644576
1509,2641628
1610,2643856
1710,2642408
1812,2642088
1913,2642184
2012,2642164
2114,2642176
2214,2643292
2316,2642780
2416,2642252
2516,2637340
2617,2636556
2717,2637056
2819,2637056
2918,2637680
3020,2636932
3120,2637392
3221,2637456
3322,2637456
3421,2637580
3524,2637580
3623,2637384
3724,2637664
3824,2637636
3924,2637748
4028,2637596
4126,2637524
4226,2637620
4327,2638160
4427,2638332
4530,2638332
4628,2639936
4730,2637100
4831,2637620
4933,2637064
5034,2637004
5133,2637144
5237,2637408
5335,2638216
5438,2637432
5537,2637692
5637,2637800
5740,2637212
5839,2637496
5939,2638344
6039,2637864
6141,2637964
6241,2644264
6341,2638728
6442,2638656
6543,2638136
6643,2636724
6744,2635704
6844,2619784
6944,2619316
7046,2618868
7147,2619188
7250,2618992
7349,2619508
7449,2618256
7550,2617700
7652,2618328
7755,2618328
7854,2619068
7955,2618728
8055,2618132
8155,2618272
8257,2618076
8357,2618804
8457,2618212
8557,2618016
8658,2618160
8759,2618380
8861,2619404
8961,2618868
9061,2618416
9162,2618468
9263,2618744
9363,2618552
9465,2618356
9564,2616592
9664,2616560
9765,2615776
9865,2615844
9968,2615920
10067,2616176
10168,2615980
10269,2616264
10369,2616628
10471,2616848
10570,2616876
10673,2616848
10773,2616652
10874,2616504
10976,2616684
11076,2616524
11177,2616436
11276,2618924
11377,2618564
11480,2618564
11578,2619276
11680,2618936
11780,2619208
11880,2619728
11983,2619532
12082,2619528
12185,2619328
12286,2619948
12384,2619592
12485,2619396
12585,2621088
12686,2621084
12788,2622332
12889,2623816
12990,2625504
13090,2624772
13191,2625256
13292,2625392
13393,2625392
13492,2625940
13596,2625940
13695,2626056
13802,2629220
13903,2625544
14004,2625196
14106,2625204
14205,2625476
14305,2625280
14407,2625440
14507,2625608
14608,2625608
14708,2623940
14811,2623940
14910,2623940
15011,2624496
15113,2624496
15162,2624496
15262,2624456
15366,2624260
15465,2624648
15566,2624296
15666,2624632
15766,2624592
15869,2624396
15968,2625352
16070,2624508
16170,2624508
16270,2624532
16373,2624532
16471,2625244
16572,2624436
16673,2626904
16774,2630604
16874,2632560
16974,2637396
17075,2658328
17175,2670196
17278,2677484
17378,2698408
17479,2706172
17580,2716108
17680,2717660
17783,2726372
17882,2733884
17985,2735564
18083,2738188
18184,2739772
18284,2741344
18385,2744408
18485,2750920
18585,2755428
18686,2757628
18786,2762292
18887,2766928
18987,2772580
