Time  [ms],Memory Usage [KB]
0,2501516
101,2495988
202,2497828
302,2498380
402,2498900
504,2499396
603,2517532
704,2518132
804,2519416
904,2519384
1004,2524056
1105,2531460
1206,2535684
1306,2538380
1406,2540632
1508,2543800
1607,2550108
1707,2551724
1811,2553036
1911,2556128
2010,2557588
2110,2562876
2212,2592548
2312,2596556
2415,2601624
2513,2614604
2614,2621512
2714,2626856
2815,2633436
2915,2655924
3016,2658440
3116,2661800
3217,2664528
3317,2666780
3417,2667684
3518,2668572
3619,2670916
3719,2673644
3819,2675000
3919,2677412
