Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,3.424,3.424,screen dark,2.026183319328
0,3.424,3.424,wifi running,0.3137673536679561
0,3.424,3.424,phone_scanning,0.27197471121213784

