Time  [ms],Memory Usage [KB]
0,2488860
100,2489496
201,2490812
301,2493100
403,2493300
502,2488892
602,2490048
702,2508480
803,2510108
903,2514208
1003,2512872
1105,2519140
1206,2528368
1306,2531448
1406,2527616
1508,2531204
1608,2532160
1708,2534960
1808,2533932
1909,2531464
2009,2530628
2110,2530656
2210,2531332
2311,2531544
2411,2532376
2513,2532540
2612,2533084
2714,2533084
2814,2533244
2913,2533288
3015,2533548
3114,2534836
3215,2535716
3319,2537268
3418,2544960
3519,2541120
3620,2541280
3720,2542472
3820,2556628
3920,2549112
4021,2550320
4121,2544852
4221,2576752
4326,2578264
4426,2595304
4526,2597548
