Time  [ms],Memory Usage [KB]
0,2313452
102,2316980
206,2323672
304,2328040
404,2353148
506,2354864
605,2354600
707,2358080
807,2377508
907,2379472
1007,2382976
1108,2385708
1210,2377136
1308,2374740
1409,2377516
1509,2378096
1609,2380684
1710,2385068
1811,2386544
1910,2384848
2011,2381068
2112,2381188
2212,2380668
2313,2381376
2414,2380816
2513,2381704
2614,2390080
2714,2391956
2815,2391708
2915,2392264
3016,2393940
3116,2394568
3216,2396104
3317,2396816
3418,2397744
3518,2397744
3619,2400156
3719,2400592
3820,2406192
3920,2410820
4020,2411264
4121,2414336
4221,2414448
4321,2417348
4421,2415784
4522,2415744
4623,2415620
4724,2413488
4824,2420012
4924,2417516
5025,2420228
5125,2421228
5226,2420256
5327,2427124
