Time  [ms],Memory Usage [KB]
0,2618088
102,2622348
204,2628536
303,2646652
403,2646660
504,2647344
604,2669220
704,2673540
805,2685252
905,2685972
1005,2685812
1106,2685868
1206,2685384
1306,2687236
1407,2688188
1508,2689164
1608,2684676
1708,2686448
1809,2688928
1909,2689176
1959,2684864
2059,2685424
2160,2685876
2260,2686524
2360,2687184
2460,2687808
2561,2696432
2662,2697256
2762,2698240
2863,2699508
2963,2701180
3063,2702400
3164,2703276
3264,2703760
3364,2704300
3465,2705356
3565,2706416
3666,2707628
3767,2715676
3867,2717864
3967,2719760
4068,2723028
4168,2724048
4268,2724220
4369,2723828
4471,2724544
4571,2725436
4671,2725560
4772,2733416
4873,2733776
4973,2735016
5075,2735972
5175,2735404
5275,2738196
5376,2735412
5476,2737360
