Time  [ms],Memory Usage [KB]
0,2557592
100,2557632
200,2558024
301,2559864
401,2560024
501,2554320
601,2554528
704,2557124
804,2575744
905,2576116
1005,2578340
1105,2585028
1206,2587520
1306,2591612
1406,2594204
1508,2583484
1607,2588612
1708,2586984
1808,2595880
1909,2585592
2009,2580240
2110,2578936
2210,2582696
2311,2583896
2411,2586144
2511,2588104
2611,2589376
2713,2588236
2813,2586772
2914,2589584
3014,2602252
3114,2618448
3215,2622084
3315,2638644
3416,2649508
3516,2650996
3616,2653780
3716,2654724
3817,2656308
3917,2660760
4018,2659964
