Time  [ms],Memory Usage [KB]
0,2434504
100,2434916
201,2437140
302,2437604
403,2438676
503,2438552
603,2458108
704,2459808
805,2462520
855,2461188
956,2463248
1056,2473400
1156,2476156
1257,2484252
1358,2480184
1459,2483492
1559,2490028
1659,2491816
1759,2491940
1860,2493496
1961,2492788
2060,2495436
2161,2492292
2261,2491916
2362,2493776
2462,2495128
2562,2497928
2663,2501104
2764,2504272
2864,2506164
2964,2531940
3064,2534660
3165,2539112
3265,2555740
3367,2567088
3466,2570368
3566,2571776
3667,2571772
3768,2573256
3868,2575528
3968,2577468
4069,2577464
