Time  [ms],Memory Usage [KB]
0,2403272
101,2403636
151,2406300
251,2406476
351,2406996
452,2411764
552,2414368
653,2433032
754,2430492
854,2429516
954,2430768
1055,2431508
1155,2434736
1256,2437196
1356,2435092
1456,2439416
1559,2442472
1658,2445936
1758,2445436
1859,2446944
1960,2447472
2061,2450664
2161,2450524
2261,2452356
2362,2453244
2462,2455480
2563,2457116
2663,2457992
2763,2463480
2864,2464912
2964,2468152
3065,2480332
3165,2496772
3265,2500932
3366,2513388
3466,2518944
3567,2521024
3667,2522372
3768,2525092
3868,2526256
