Time  [ms],Memory Usage [KB]
0,2546768
101,2529308
202,2530724
301,2531396
402,2533224
502,2532292
603,2526112
703,2545604
804,2548192
904,2549016
1005,2550740
1105,2557536
1205,2562004
1306,2565684
1406,2571408
1507,2569672
1607,2569940
1707,2575444
1808,2572448
1908,2573892
2009,2576060
2109,2573908
2209,2572732
2310,2573840
2410,2576876
2510,2577860
2610,2578188
2711,2582116
2811,2586440
2912,2586628
3012,2591036
3112,2611168
3213,2617716
3313,2621056
3416,2623068
3514,2625596
3614,2643032
3714,2650344
3815,2653728
3916,2655556
