Time  [ms],Memory Usage [KB]
0,2479340
100,2495576
206,2514072
302,2512496
403,2504456
504,2505624
604,2507864
704,2513448
805,2533396
905,2535720
1005,2533668
1106,2533588
1206,2538932
1306,2542272
1407,2543316
1508,2542284
1607,2543044
1708,2544700
1758,2543564
1858,2542928
1959,2530948
2059,2532124
2160,2530588
2260,2532076
2360,2533832
2462,2534920
2561,2534052
2663,2542708
2764,2543444
2864,2543760
2964,2543544
3065,2543804
3165,2541184
3265,2540772
3367,2542148
3466,2542368
3567,2543744
3667,2545224
3768,2550136
3868,2558908
3969,2562132
4069,2563616
4170,2564620
4270,2566108
4371,2566100
4471,2567872
4571,2571016
4671,2553872
4772,2557096
4873,2559156
4977,2555732
5074,2554092
