Time  [ms],Memory Usage [KB]
0,2511256
107,2515888
204,2521312
306,2541012
410,2547488
509,2548444
610,2550776
709,2553392
810,2573708
910,2575240
1011,2574944
1111,2576076
1211,2574940
1312,2579856
1412,2570200
1514,2569224
1615,2572348
1715,2572156
1815,2571984
1916,2572904
2018,2570792
2120,2570848
2219,2571404
2319,2571108
2419,2570992
2519,2579372
2620,2579840
2720,2580768
2820,2580768
2921,2578048
3021,2578164
3122,2577828
3222,2580184
3322,2580184
3423,2580512
3523,2580360
3623,2581968
3725,2581464
3824,2582044
3924,2582168
4025,2582652
4126,2583144
4226,2582576
4327,2584120
4427,2582608
4527,2584620
4627,2584844
4728,2586488
4828,2590208
4928,2600332
5029,2593836
5129,2594828
5229,2596284
5330,2597720
5430,2599104
5531,2600592
5631,2600328
5731,2600628
5832,2591064
5932,2592672
6033,2596644
6134,2605056
