Time  [ms],Memory Usage [KB]
0,2468788
101,2478612
201,2481888
308,2504444
408,2506296
505,2504068
604,2505800
707,2507552
756,2523240
856,2528248
957,2527556
1057,2530508
1157,2534460
1258,2532312
1358,2541028
1458,2546716
1559,2554608
