Time  [ms],Memory Usage [KB]
0,2597324
101,2596416
201,2597636
302,2598300
402,2599412
502,2599900
602,2599964
703,2617760
803,2620352
903,2621400
1004,2621764
1104,2630624
1204,2633712
1305,2641732
1405,2645876
1505,2648872
1606,2646092
1709,2645096
1808,2649088
1908,2649556
2009,2652840
2109,2655996
2210,2658996
2310,2682868
2410,2701916
2511,2708408
2615,2706388
2715,2709444
2815,2712732
2916,2715548
3016,2718264
3116,2723064
3218,2744296
3319,2745748
3419,2748884
3519,2750812
3620,2752624
3720,2757284
3821,2762728
3921,2765884
