Time  [ms],Memory Usage [KB]
0,2622804
51,2623780
151,2623876
251,2623828
351,2624008
453,2625308
553,2624880
653,2636792
754,2636568
854,2640256
954,2638448
1054,2635076
1155,2645648
1262,2651456
1356,2654716
1462,2661844
1564,2662344
1663,2658328
1764,2659820
1864,2661272
1965,2664696
2065,2667736
2167,2672124
2267,2674468
2368,2690776
2469,2706768
2569,2710108
2669,2717860
2770,2728188
2870,2729232
2971,2727076
3071,2730476
3171,2742232
3272,2744480
3372,2746524
3473,2748580
3574,2750284
3674,2749156
3774,2755252
3874,2756932
3975,2758144
4075,2761684
