Time  [ms],Memory Usage [KB]
0,2436912
151,2438076
251,2438264
302,2438588
405,2439728
505,2431872
606,2452680
706,2455072
807,2459436
907,2462056
1007,2459824
1108,2457280
1208,2463868
1308,2465776
1409,2465344
1509,2467752
1610,2472760
1710,2476396
1810,2472168
1912,2471968
2011,2474484
2111,2479660
2212,2482992
2312,2485060
2413,2488640
2514,2491024
2614,2502068
2714,2527772
2814,2522600
2915,2522988
3015,2539868
3116,2553572
3217,2562120
3318,2555524
3422,2555868
