Time  [ms],Memory Usage [KB]
0,2462560
100,2459264
201,2460892
301,2461176
401,2461596
502,2454716
603,2456776
703,2474852
804,2478360
903,2479328
1004,2482024
1105,2488480
1205,2491424
1306,2499408
1406,2504108
1506,2503216
1607,2509252
1707,2512388
1808,2508432
1908,2508448
2009,2508688
2109,2508916
2209,2508636
2310,2508636
2410,2509652
2511,2503336
2611,2501472
2711,2500296
2812,2501116
2912,2500892
3013,2500948
3114,2483476
3214,2485424
3314,2492968
3414,2506160
3514,2498296
3614,2506164
3715,2497792
3816,2504716
3917,2493896
4018,2493616
4117,2496272
4217,2519160
4318,2526588
