Time  [ms],Memory Usage [KB]
0,2437284
100,2419680
200,2421416
302,2421492
402,2421840
452,2422500
552,2424088
653,2440868
754,2442092
854,2445112
955,2445388
1054,2451384
1154,2455592
1255,2460248
1355,2465040
1455,2462792
1557,2470256
1656,2466024
1757,2467896
1857,2467912
1957,2469112
2057,2469408
2158,2467416
2259,2464476
2358,2463664
2459,2463740
2560,2464868
2659,2465128
2760,2465456
2860,2465528
2961,2465732
3061,2466272
3161,2465944
3262,2468584
3362,2479292
3462,2476908
3564,2476420
3664,2474120
3765,2485812
3864,2471612
3965,2473016
4066,2493592
4166,2499128
4267,2498652
