Time  [ms],Memory Usage [KB]
0,2506384
100,2505948
200,2505452
300,2506944
401,2507576
501,2508888
601,2509012
702,2512128
802,2531872
904,2535412
1004,2534732
1104,2536380
1204,2546948
1304,2548156
1405,2552024
1505,2558040
1606,2546836
1707,2549436
1808,2535580
1908,2537456
2009,2538760
2109,2539328
2210,2539384
2310,2539912
2410,2533184
2511,2532680
2611,2532696
2712,2533340
2812,2533560
2912,2534152
3012,2535908
3113,2539036
3213,2546528
3313,2561232
3414,2561120
3514,2564280
3614,2575652
3715,2562624
3815,2564188
3915,2569620
4016,2569148
4116,2590336
4216,2594828
4317,2610648
4417,2616620
4517,2616732
4618,2617220
4718,2618280
4819,2618836
4919,2619464
5021,2619200
5120,2620336
5220,2620336
5321,2620020
5422,2623408
5522,2631980
5622,2617956
5723,2610616
5823,2611640
5924,2611072
6023,2612740
6124,2613652
