Time  [ms],Memory Usage [KB]
0,2564120
102,2565280
201,2566792
304,2567652
401,2568344
502,2568732
602,2570432
702,2588612
805,2591584
903,2594808
1003,2597064
1104,2595088
1204,2603072
1305,2606680
1405,2605668
1506,2610240
1607,2616712
1706,2617032
1807,2618748
1907,2617392
2008,2617540
2108,2617844
2208,2618080
2309,2618080
2409,2619732
2510,2619556
2612,2619556
2712,2619556
2814,2618000
2913,2618416
3015,2618416
3117,2618592
3217,2620152
3318,2622504
3418,2635352
3518,2631440
3619,2629108
3720,2628816
3820,2638988
3920,2644300
4021,2634064
4121,2632952
4221,2660668
4322,2661416
4422,2673812
