Time  [ms],Memory Usage [KB]
0,2509468
50,2508972
150,2510712
251,2511460
352,2511736
452,2515192
552,2518432
652,2504328
753,2525600
853,2525000
954,2528420
1055,2527456
1155,2531412
1256,2535916
1356,2537300
1456,2540024
1559,2542396
1658,2542488
1759,2542712
1859,2544032
1960,2544472
2060,2545524
2161,2546460
2261,2547340
2362,2547604
2462,2547256
2563,2547660
2663,2548684
2764,2548676
2864,2550164
2964,2550376
3064,2550384
3165,2531968
3266,2534812
3366,2542620
3466,2554792
3567,2547004
3667,2542860
3767,2548328
3867,2542844
3968,2543660
4068,2545716
4169,2567568
4269,2570200
4371,2576968
