Time  [ms],Memory Usage [KB]
0,2606512
100,2606304
200,2590556
300,2588292
401,2590364
501,2589340
602,2608644
705,2610948
805,2607624
905,2607980
1006,2609248
1106,2618288
1206,2621132
1306,2623132
1407,2627364
1508,2635256
1609,2638348
1709,2635192
1810,2632164
1911,2634088
2011,2636652
2112,2641404
2212,2645840
2312,2649768
2412,2652152
2513,2654668
2613,2665224
2715,2687248
2815,2678712
2916,2680696
3018,2682368
3118,2711624
3218,2712332
3318,2714200
3420,2714408
