Time  [ms],Memory Usage [KB]
0,2499772
101,2499844
201,2502620
302,2501388
402,2502916
502,2501668
602,2506700
703,2525600
854,2534308
955,2532640
1056,2525632
1106,2526408
1206,2535132
1306,2535264
1407,2535208
1507,2540044
1608,2543800
1709,2545020
1809,2545812
1909,2544164
2010,2546160
2110,2550336
2211,2554632
2311,2558292
2412,2561468
2513,2563740
2613,2565504
2714,2601588
2814,2604728
2915,2596088
3015,2597460
3115,2597740
3216,2627128
3319,2632180
3419,2632664
3520,2634844
