Time  [ms],Memory Usage [KB]
0,2471212
100,2466636
200,2467140
301,2468388
401,2468508
501,2469796
602,2470240
702,2489628
802,2494704
903,2478548
1003,2477408
1105,2476552
1205,2485572
1305,2480864
1406,2479480
1507,2482180
1607,2484736
1708,2487324
1808,2487232
1908,2487620
2009,2489688
2110,2492724
2210,2498860
2310,2499544
2410,2503120
2511,2505560
2613,2507640
2712,2513488
2812,2516004
2912,2517928
3013,2551756
3114,2545464
3215,2546400
3316,2576604
3417,2579328
3519,2581616
3618,2583308
