Time  [ms],Memory Usage [KB]
0,2533608
100,2532788
201,2534364
301,2535736
403,2535812
502,2537880
604,2540800
704,2563000
805,2552204
905,2550720
1006,2552364
1106,2556060
1207,2555364
1307,2558144
1410,2562452
1509,2564956
1609,2567492
1709,2569016
1810,2577172
1910,2574560
2011,2575180
2111,2575932
2212,2577272
2312,2578340
2412,2581296
2513,2584688
2613,2588884
2715,2590912
2814,2594432
2914,2596136
3015,2603288
3115,2606424
3215,2607940
3317,2634576
3417,2664056
3517,2666656
