Time  [ms],Memory Usage [KB]
0,2424272
101,2424204
201,2427200
301,2427076
402,2427416
502,2428184
602,2450312
703,2447804
804,2453740
904,2450708
1005,2454452
1105,2462328
1205,2464748
1305,2468316
1406,2472988
1507,2471492
1608,2478440
1708,2477972
1808,2479296
1909,2480748
2009,2483344
2109,2489944
2210,2492280
2310,2494480
2410,2490976
2511,2493252
2612,2502508
2712,2531908
2813,2528880
2913,2525596
3014,2541540
3114,2555932
3215,2557568
3315,2558828
3416,2560556
