Time  [ms],Memory Usage [KB]
0,2528308
100,2529156
200,2525040
301,2525832
403,2527072
502,2528060
602,2530344
703,2547060
803,2550636
904,2550224
1005,2552044
1105,2561128
1205,2562448
1307,2568752
1407,2568308
1509,2576664
1608,2569768
1709,2571040
1809,2571632
1909,2574436
2009,2577724
2112,2583728
2212,2580772
2313,2581284
2413,2584348
2513,2586520
2615,2611848
2714,2627848
2815,2621028
2916,2621544
3016,2649468
3116,2652432
3220,2653560
3320,2651616
3420,2651772
