Time  [ms],Memory Usage [KB]
0,2539116
101,2542740
201,2550280
301,2558620
401,2562116
502,2578188
602,2578944
704,2600296
805,2604040
905,2595980
1005,2602300
1105,2602496
1206,2591544
1306,2591544
1407,2592044
1510,2592284
1608,2592628
1709,2591708
1809,2591896
1909,2591548
2011,2591796
2110,2592156
2212,2592408
2311,2593180
2412,2592200
2513,2592596
2613,2595360
2713,2604544
2814,2610988
2914,2612884
3015,2613268
3115,2615136
3215,2612924
3316,2611116
3416,2613208
3517,2613208
3617,2614112
3717,2614640
3818,2616040
3919,2616636
4019,2617604
4120,2618836
4222,2616700
4321,2617484
4421,2618460
4524,2619060
4623,2618244
4724,2617736
4825,2619032
4926,2619720
5025,2613736
5126,2613356
5226,2615408
5326,2615700
5427,2616348
5528,2617672
5628,2618196
5728,2627444
5829,2639144
5929,2650552
6030,2653244
6129,2655908
6230,2656556
6333,2656052
6434,2674416
6533,2671608
6635,2652652
6734,2658880
6834,2665536
6935,2672136
7035,2680696
7136,2705980
7236,2695952
7337,2696956
7437,2698252
7538,2683264
7638,2695108
7739,2692536
7839,2699544
7939,2699656
8040,2701516
8141,2703304
8240,2706092
8341,2701028
8441,2700636
8542,2701384
8642,2702436
8742,2683428
8843,2677236
8943,2679788
9043,2680936
9144,2688652
