Time  [ms],Memory Usage [KB]
0,2471460
101,2474096
201,2480212
303,2490072
402,2504852
503,2507216
603,2511840
704,2515100
805,2537252
905,2537404
1006,2537156
1107,2537460
1207,2525276
1307,2530972
1408,2532396
1509,2532704
1609,2533688
1711,2533552
1810,2531308
1910,2530828
2011,2531084
2112,2531020
2212,2531020
2313,2531252
2414,2530660
2515,2534456
2615,2538580
2717,2538756
2816,2541932
2917,2543648
3018,2549232
3118,2552076
3219,2552520
3319,2553220
3419,2555340
3519,2555388
3620,2552652
3720,2554344
3822,2554676
3921,2556792
4022,2556852
4125,2557304
4224,2558104
4327,2558556
4423,2559944
4526,2558496
4624,2560160
4724,2560880
4825,2561960
4925,2560352
5026,2555596
5126,2556924
5226,2557636
5326,2559464
5428,2558688
5527,2559964
5628,2560212
5729,2560832
5829,2561836
5930,2562344
6030,2563964
6130,2564792
6230,2567748
6331,2593136
6431,2592628
6532,2597396
6632,2599984
6732,2600440
6833,2602756
6934,2602164
7034,2612976
7134,2614588
7236,2616580
7336,2603792
7435,2611936
7536,2624744
7636,2625088
7737,2625796
7838,2626540
7938,2647256
8039,2636664
8140,2638236
8241,2642068
8340,2643204
8441,2646528
8544,2650280
8642,2644896
8742,2644728
8842,2645264
8943,2646208
9043,2624436
9143,2618488
9244,2620576
9344,2621520
9445,2627952
9544,2628360
9645,2625428
