Time  [ms],Memory Usage [KB]
0,2442576
151,2443852
251,2447008
302,2446236
402,2446588
503,2446524
603,2449520
703,2468368
805,2466648
906,2460988
1006,2443512
1106,2446388
1207,2446640
1307,2451168
1408,2453900
1508,2456108
1609,2458092
1709,2459956
1810,2465232
1911,2464992
2011,2465064
2112,2466084
2213,2466912
2314,2466912
2414,2467616
2516,2467616
2615,2467420
2715,2468392
2816,2468556
2916,2470800
3017,2471248
3117,2472204
3219,2472404
3318,2475344
3418,2475736
3518,2477676
3619,2478868
3719,2482704
3819,2483684
3920,2504408
4020,2520308
4120,2522852
4221,2523840
4321,2525968
4421,2525964
4523,2526160
4622,2528592
4723,2529472
4823,2532768
4923,2533216
5024,2537572
5124,2536840
5225,2537636
