Time  [ms],Memory Usage [KB]
0,2481792
103,2477348
201,2478480
302,2479464
405,2479712
505,2480892
606,2482512
707,2500500
807,2504000
908,2504488
1008,2508300
1109,2512968
1210,2516688
1310,2520048
1411,2528156
1511,2528320
1612,2530064
1713,2533204
1813,2522436
1913,2513712
2014,2514040
2114,2515652
2215,2516516
2323,2516556
2416,2518464
2516,2519224
2616,2521340
2717,2522312
2818,2519976
2917,2516924
3018,2516792
3119,2518428
3219,2520520
3319,2538248
3419,2555040
3520,2558032
3620,2558380
3720,2559168
3821,2561104
3922,2575644
4023,2576548
4123,2580432
4223,2580420
4324,2583004
4425,2583984
4525,2585084
4625,2586304
4726,2576264
4826,2589080
4927,2621792
