Time  [ms],Memory Usage [KB]
0,2426188
100,2425720
203,2433632
304,2443124
405,2449236
505,2469024
605,2483148
706,2486072
806,2491228
907,2490644
1009,2490924
1109,2490088
1209,2477480
1260,2481816
1360,2483628
1460,2484804
1561,2486508
1661,2489400
1762,2493656
1862,2496096
1964,2498852
2064,2503544
2164,2508940
2265,2511632
2365,2510988
2465,2510372
2567,2509968
2667,2512656
2767,2511708
2868,2513276
2968,2514328
3069,2515396
3170,2516888
3271,2517636
3372,2518664
3474,2521628
3573,2520576
