Time  [ms],Memory Usage [KB]
0,2605808
50,2601816
153,2614188
253,2618584
353,2628676
456,2638024
557,2640588
657,2660388
757,2663668
857,2663648
958,2669880
1058,2660436
1159,2662656
1259,2665544
1360,2668548
1460,2675500
1560,2677336
1660,2680416
1761,2692908
1861,2693892
1962,2692360
2063,2693100
2163,2691724
2263,2695076
2364,2691828
2464,2693576
2565,2701844
2665,2700784
2768,2702540
2866,2704412
2966,2706112
3066,2707836
3167,2708072
3268,2709312
3369,2714220
3470,2714544
3569,2718912
3669,2718196
