Time  [ms],Memory Usage [KB]
0,2535612
102,2541472
202,2547396
302,2553160
410,2575448
503,2577492
604,2577560
704,2595796
804,2599516
904,2601356
1005,2600012
1106,2593200
1206,2591808
1306,2594564
1407,2597172
1507,2599712
1607,2604116
1708,2606416
1808,2606492
1909,2614756
2010,2616916
2110,2617924
2211,2610660
2311,2613688
2411,2605464
2511,2610432
2612,2613812
2712,2616476
2813,2617052
2913,2619824
3013,2621236
3114,2621708
3214,2626728
3317,2629688
3416,2630684
