Time  [ms],Memory Usage [KB]
0,2347660
101,2354064
201,2361392
302,2362624
404,2378844
502,2389892
603,2388424
703,2408432
803,2409064
904,2410172
1005,2409424
1104,2409776
1205,2414316
1305,2405752
1405,2411256
1506,2408784
1606,2416324
1706,2426160
1808,2433344
1907,2435252
2008,2434268
2108,2435520
2208,2435376
2309,2436180
2409,2436796
2509,2438004
2610,2430592
2710,2437908
2811,2438356
2912,2433828
3013,2434212
3112,2435420
3213,2436020
3313,2436944
3413,2437968
3514,2439012
3614,2441688
3714,2443824
3815,2444924
3915,2446660
4015,2452440
4116,2451508
