Time  [ms],Memory Usage [KB]
0,2449128
101,2450880
201,2451400
301,2452936
401,2453560
502,2453800
603,2434748
703,2443828
804,2456940
904,2456896
1005,2455740
1105,2457996
1206,2469416
1307,2473612
1407,2462476
1508,2465164
1608,2471876
1708,2474864
1809,2475364
1909,2476944
2010,2477088
2110,2477304
2211,2478060
2312,2478204
2412,2479848
2512,2476216
2612,2473376
2713,2474956
2813,2475456
2914,2476624
3014,2476916
3116,2477724
3216,2478184
3316,2479668
3416,2479712
3517,2481076
3617,2481192
3718,2482336
3819,2484224
3919,2485272
4019,2485748
4119,2487456
4220,2489428
4320,2482944
4420,2485132
4521,2506000
4621,2508112
4722,2513780
4822,2535292
4923,2535628
5023,2566472
