Time  [ms],Memory Usage [KB]
0,2615072
101,2594028
201,2596336
301,2596512
402,2598240
502,2590256
603,2592976
703,2611692
804,2615352
904,2621268
1005,2625952
1105,2618612
1206,2624936
1306,2625956
1407,2622996
1507,2629492
1607,2630936
1708,2633836
1808,2634016
1908,2633664
2008,2633884
2109,2634080
2209,2634796
2310,2634796
2410,2635436
2510,2635040
2611,2636648
2711,2638340
2812,2639220
2912,2640336
3012,2642108
3113,2643420
3213,2643860
3313,2644604
3415,2642448
3517,2643712
3616,2643796
3716,2642460
3817,2643488
3918,2643552
4017,2644596
4119,2645060
4218,2645164
4320,2645412
4421,2646612
4520,2647300
4624,2650456
4721,2669564
4821,2677396
4921,2688292
5023,2688544
5123,2688920
5223,2689220
5324,2688900
5424,2689888
5525,2690088
5626,2689884
5726,2689884
5826,2690000
5926,2691204
6027,2692472
6128,2694140
6228,2695320
6329,2704016
6429,2699332
6529,2726052
