Time  [ms],Memory Usage [KB]
0,2464184
102,2446432
203,2448272
303,2448704
403,2449060
503,2449852
604,2455528
705,2473324
805,2477840
905,2483800
1006,2472716
1106,2476644
1207,2485292
1307,2482868
1408,2475764
1508,2479644
1609,2479856
1709,2486484
1810,2485548
1911,2487036
2012,2486092
2112,2486176
2212,2486368
2312,2486908
2413,2487732
2515,2487732
2613,2488484
2714,2489216
2814,2492160
2914,2492340
3015,2495296
3116,2494956
3216,2495960
3316,2496956
3416,2495412
3517,2496592
3618,2498624
3718,2501072
3819,2503652
3919,2507048
4019,2528884
4120,2532556
4220,2549240
4320,2550164
4421,2552208
4521,2553292
4622,2553612
4723,2597360
