Time  [ms],Memory Usage [KB]
0,2457216
101,2439896
201,2442264
302,2442024
402,2441584
503,2440688
603,2460516
704,2461824
805,2464860
905,2464504
1005,2465276
1106,2475208
1207,2476816
1308,2478056
1407,2480732
1508,2493068
1608,2494544
1709,2487396
1809,2488080
1909,2488188
2010,2489424
2110,2489448
2210,2490112
2311,2490748
2412,2493384
2511,2490464
2612,2488880
2712,2489888
2813,2491476
2913,2491404
3014,2492768
3115,2495156
3215,2497240
3315,2499924
3415,2503584
3516,2522776
3616,2538224
3716,2538512
3817,2538780
3917,2540372
4018,2538068
4119,2539300
4221,2539300
4320,2539744
4420,2538964
4520,2539828
4621,2541880
4722,2544340
4821,2542228
4923,2550180
5023,2545220
5124,2545220
5224,2588392
5324,2592336
