Time  [ms],Memory Usage [KB]
0,2591964
101,2592732
201,2593688
301,2595612
402,2596024
502,2590420
602,2591760
702,2609544
832,2613456
933,2612244
1033,2614536
1134,2620164
1237,2624708
1334,2629124
1434,2632828
1535,2638852
1635,2635764
1738,2633720
1839,2633252
1939,2636052
2039,2634680
2140,2636252
2240,2635860
2341,2635668
2441,2632432
2541,2629232
2641,2630084
2742,2631776
2842,2634008
2942,2632680
3043,2634580
3144,2634444
3243,2635844
3344,2637288
3444,2637804
3544,2638364
3645,2638364
3745,2639788
3846,2640176
3946,2640992
4049,2640404
4147,2641972
4247,2642144
4348,2641108
4448,2643564
4548,2645692
4649,2647876
4749,2670084
4850,2677928
4950,2676244
5050,2677728
5152,2693832
5252,2695048
