Time  [ms],Memory Usage [KB]
0,2476376
97,2484460
197,2489616
297,2495976
398,2511640
498,2513788
548,2515468
649,2534720
749,2539008
849,2540596
950,2541304
1051,2542192
1151,2544632
1252,2546544
1352,2547876
1452,2550736
1553,2554164
1654,2554836
1754,2556412
1854,2558920
1954,2561524
2055,2563128
2155,2562500
2255,2564060
2356,2564464
2456,2566736
2556,2574012
2657,2583192
2757,2585616
2857,2587452
2958,2589856
3058,2591652
3158,2596360
3259,2594844
3359,2595208
3460,2599832
3560,2588316
3661,2588852
