Time  [ms],Memory Usage [KB]
0,2439632
54,2447084
152,2451788
252,2456668
353,2478316
454,2481304
554,2481356
655,2502048
755,2504092
856,2501884
956,2501208
1058,2502992
1157,2504844
1258,2505696
1358,2507848
1458,2509888
1559,2514316
1659,2516540
1760,2518684
1860,2520892
1961,2522076
2061,2524600
2162,2524980
2262,2525280
2363,2524880
2463,2527356
2563,2534568
2664,2534444
2764,2535652
2864,2539248
2965,2544892
3065,2548364
3166,2551052
3266,2551176
3367,2550760
3468,2536244
3568,2538060
3668,2540556
3770,2540600
3870,2519484
3970,2526936
