Time  [ms],Memory Usage [KB]
0,2303432
151,2314164
253,2318084
354,2334572
453,2343492
554,2345232
604,2345344
705,2347560
806,2367728
906,2368040
1006,2368992
1107,2370048
1207,2371592
1307,2372752
1409,2376692
1509,2376992
1609,2379972
1710,2378912
1810,2381124
1929,2383492
2012,2384748
2113,2388428
2213,2390128
2314,2393920
2415,2402360
2515,2403636
2616,2404344
2716,2404948
2817,2408908
2917,2414380
3018,2419964
3118,2419408
3219,2420760
3319,2426088
3420,2426716
3520,2428848
3621,2433992
3721,2434824
3822,2435944
