Time  [ms],Memory Usage [KB]
0,2363352
98,2372848
148,2371872
248,2374748
349,2386008
449,2404192
549,2403616
649,2406668
750,2426868
851,2428936
951,2431592
1053,2435004
1152,2436184
1253,2443492
1353,2439360
1453,2441028
1554,2439584
1654,2439908
1754,2438672
1854,2439788
1955,2439772
2055,2439792
2159,2440024
2256,2441320
2356,2440048
2457,2438684
2558,2448832
2658,2450600
2758,2453020
2859,2454148
2959,2457052
3059,2458036
3160,2460652
3260,2462972
3361,2466764
3461,2469184
3561,2469664
3662,2470612
3762,2471764
3862,2481776
3963,2483864
4064,2485588
4163,2487784
4264,2486820
4365,2487568
4465,2489104
4565,2491016
4665,2478744
4766,2483100
