Time  [ms],Memory Usage [KB]
0,2324880
101,2334308
205,2344324
301,2354600
402,2358936
502,2364208
604,2366244
706,2368256
805,2388164
906,2387160
1006,2388024
1106,2390192
1207,2389060
1307,2392068
1408,2394148
1459,2393768
1560,2395932
1660,2398420
1760,2401260
1861,2402160
1961,2404672
2062,2407084
2162,2408940
2262,2410668
2363,2410576
2463,2421700
2563,2420936
2666,2425732
2764,2430936
2865,2432088
2966,2434488
3066,2436912
3166,2438928
3266,2443020
3367,2442460
3467,2445216
3569,2450304
