Time  [ms],Memory Usage [KB]
0,2444756
104,2445396
201,2446976
302,2447636
403,2447944
503,2448676
603,2453288
704,2465040
804,2459464
905,2442052
1005,2442996
1106,2445796
1207,2443140
1308,2445448
1409,2455052
1510,2456936
1610,2459572
1710,2465260
1811,2465920
1911,2466236
2012,2468736
2112,2485972
2212,2488520
2313,2495276
2413,2516636
2513,2510820
2614,2512856
