Time  [ms],Memory Usage [KB]
0,2403100
101,2412376
203,2421348
305,2440916
402,2448348
502,2449508
602,2450408
703,2453124
803,2464356
903,2465444
1004,2464888
1104,2466176
1204,2463872
1305,2470200
1405,2470820
1506,2472048
1606,2472884
1707,2473532
1808,2462700
1908,2464584
2008,2466112
2108,2466808
2159,2468316
2259,2468968
2360,2465044
2460,2466344
2560,2466988
2660,2476760
2762,2477132
2861,2478936
2962,2478916
3062,2480644
3162,2480048
3262,2481052
3363,2480660
3463,2483592
3564,2488368
3664,2495612
3764,2499156
3866,2500396
3965,2501604
4067,2503092
4166,2503492
4266,2505876
4367,2507612
4467,2493156
4568,2495288
4668,2494728
