Time  [ms],Memory Usage [KB]
0,2405068
100,2408268
203,2411628
304,2420300
405,2436792
505,2436876
605,2435968
705,2452556
805,2456580
906,2457880
1006,2457260
1107,2457020
1207,2458644
1307,2460812
1408,2465660
1508,2464564
1608,2465676
1709,2468140
1809,2455392
1910,2457436
2011,2458440
2110,2459180
2211,2460052
2311,2459704
2411,2460832
2512,2461852
2613,2467976
2713,2469632
2813,2469076
2914,2466744
3014,2467536
3115,2467580
3215,2468888
3316,2469112
3417,2470328
3516,2470620
3617,2472380
3718,2471328
3817,2472220
3918,2471496
4018,2473140
4119,2478020
4219,2487196
4319,2490208
4421,2491448
4520,2493020
4620,2492516
4721,2494992
4821,2496936
4925,2475368
5023,2479020
5123,2483600
5223,2483116
5324,2485828
5426,2489060
