Time  [ms],Memory Usage [KB]
0,2433768
99,2445408
200,2453184
301,2456936
402,2472896
502,2475744
602,2475424
703,2496912
803,2497612
903,2501524
1004,2501256
1104,2501988
1204,2505112
1305,2507100
1405,2505920
1508,2507184
1606,2508560
1707,2510196
1807,2510004
1907,2504848
2008,2505052
2108,2505296
2208,2506732
2309,2507280
2409,2507520
2509,2507208
2609,2515860
2710,2513056
2810,2512872
2910,2513856
3011,2513560
3111,2514892
3212,2515976
3312,2516200
3412,2516440
3513,2516740
3614,2518844
3714,2518864
3814,2518864
3915,2519908
4015,2520128
4116,2521840
4216,2525924
4317,2535140
4418,2538572
4518,2540924
4618,2541152
4718,2529944
4818,2525556
4919,2527044
5019,2514188
5121,2515148
5221,2520228
5321,2519224
