Time  [ms],Memory Usage [KB]
0,2537832
101,2544772
206,2551536
302,2560076
402,2578432
503,2578404
603,2578648
704,2594488
804,2604244
904,2605460
1004,2606024
1105,2604732
1206,2605296
1306,2609908
1409,2613804
1507,2613744
1607,2617264
1707,2617044
1808,2618648
1908,2618256
2008,2620692
2108,2620284
2209,2619348
2309,2620260
2409,2619752
2510,2626920
2610,2627404
2710,2628420
2811,2627480
2911,2629716
3012,2629188
3114,2629580
3214,2629300
3314,2630156
3414,2630940
3515,2631380
3615,2632948
3716,2632792
3816,2635368
3916,2643968
4017,2650488
4117,2652260
4218,2653252
4318,2653768
4420,2655256
4520,2657324
4620,2648148
4721,2649504
4821,2631792
4921,2631932
5022,2631792
5123,2634060
5223,2632600
