Time  [ms],Memory Usage [KB]
0,2415432
50,2415036
150,2416268
251,2418096
353,2418028
451,2419408
552,2402780
652,2428368
752,2419236
853,2419788
954,2421264
1055,2423544
1154,2424372
1255,2426612
1355,2427716
1456,2430068
1556,2430908
1657,2433108
1757,2437828
1858,2438740
1958,2438972
2059,2438740
2159,2439092
2260,2440260
2360,2442996
2460,2448792
2561,2452748
2662,2455316
2762,2458436
2862,2480944
2962,2497736
3064,2492052
3164,2493804
3265,2511364
3365,2514940
3465,2517096
3566,2545536
3667,2549332
