Time  [ms],Memory Usage [KB]
0,2446056
101,2447396
201,2449852
302,2448460
402,2448400
504,2449224
603,2464512
705,2472700
804,2467316
905,2468760
1005,2469836
1106,2474416
1206,2473548
1307,2475360
1407,2482896
1508,2483024
1608,2485604
1708,2491192
1809,2493040
1909,2494048
2010,2493068
2110,2493988
2210,2495604
2311,2482468
2411,2484188
2512,2487148
2612,2489660
2712,2509900
2813,2529760
2913,2517564
3014,2519076
3114,2522036
3215,2541308
3316,2540636
3416,2542112
