Time  [ms],Memory Usage [KB]
0,2430580
101,2412336
201,2413212
301,2414084
402,2414836
503,2418004
603,2413112
704,2434588
803,2427872
905,2432780
1004,2431656
1106,2431976
1205,2435816
1306,2443768
1406,2442844
1507,2445412
1609,2447996
1707,2452112
1808,2453112
1908,2452988
2009,2453528
2109,2456548
2209,2460844
2310,2466328
2410,2469628
2511,2472492
2611,2473324
2711,2498320
2812,2514308
2912,2506832
3013,2507500
3114,2526728
3216,2530016
3318,2547192
3419,2559840
3519,2561372
