Time  [ms],Memory Usage [KB]
0,2443124
100,2425260
201,2426636
301,2427524
402,2427892
503,2428680
603,2421288
703,2440756
807,2442328
908,2447448
1008,2444456
1108,2450740
1209,2455396
1309,2460784
1409,2463380
1510,2471832
1611,2473856
1712,2474984
1811,2471988
1913,2472712
2012,2477336
2112,2483120
2213,2485284
2313,2487612
2414,2490548
2514,2493548
2614,2513632
2715,2516280
2815,2519192
2915,2514840
3016,2542176
3116,2550092
3217,2555120
3317,2550748
3418,2551888
