Time  [ms],Memory Usage [KB]
0,2514488
102,2497400
202,2498848
302,2499856
403,2500576
504,2501092
603,2501168
704,2521816
804,2524704
905,2532664
1005,2532188
1106,2519840
1207,2521244
1307,2523260
1407,2534764
1509,2542716
1608,2543928
1708,2546604
1809,2552772
1909,2552052
2009,2554028
2110,2556344
2210,2558536
2311,2560268
2411,2560660
2511,2560096
2612,2560492
2713,2559524
2813,2560056
2913,2560320
3015,2560320
3114,2560320
3215,2560696
3316,2560764
3416,2560968
3517,2566920
3616,2552776
3717,2549588
3818,2550044
3918,2550532
4019,2551508
4120,2553724
4220,2556368
4320,2562672
4420,2557928
4520,2561000
4621,2563444
4721,2566508
4822,2572748
4922,2605552
5022,2608212
5122,2602936
5223,2605000
5327,2606188
5424,2610028
5525,2629452
