Time  [ms],Memory Usage [KB]
0,2532464
101,2533444
201,2534088
302,2535100
402,2534868
503,2516544
603,2509988
703,2513264
804,2530216
905,2535424
1005,2532652
1105,2537736
1206,2542016
1306,2545356
1407,2547972
1507,2554924
1608,2553540
1708,2554196
1809,2556372
1909,2556572
2010,2554108
2110,2556508
2211,2560508
2311,2561712
2412,2563788
2512,2566288
2613,2571328
2713,2582360
2813,2605580
2917,2603144
3018,2597172
3115,2598560
3216,2615256
3316,2619288
3417,2621232
3518,2623228
