Time  [ms],Memory Usage [KB]
0,2340256
100,2348052
200,2348156
301,2362256
401,2379596
502,2379596
603,2380696
703,2381872
804,2402240
903,2402756
1004,2403368
1104,2403840
1206,2406556
1305,2406928
1406,2410184
1506,2410740
1606,2412408
1707,2410508
1808,2411196
1911,2410940
2012,2411420
2113,2409992
2213,2410556
2313,2411912
2414,2412748
2514,2423156
2615,2423048
2715,2424280
2815,2425644
2916,2426056
3017,2425800
3117,2425952
3218,2427168
3318,2426300
3418,2426072
3519,2426116
3619,2427332
3720,2427868
3821,2434204
3921,2442368
4022,2444668
4122,2445780
4225,2446036
4325,2447840
4424,2448340
4525,2450880
4625,2452944
4726,2438572
4826,2441212
4927,2440296
5027,2432108
5128,2432896
5229,2434196
